text,label,word_count,cleaned_text,tokens,token_count
Apple's iPhone 11 'massive' success - Wedbush,1,7,apple's iphone 11 'massive' success - wedbush,"[""apple's"", 'iphone', '11', ""'massive'"", 'success', '-', 'wedbush']",7
UPDATE 1-Alibaba to close books early in $13.4 bln Hong Kong listing after strong demand -sources,2,16,update 1-alibaba to close books early in $13.4 bln hong kong listing after strong demand -sources,"['update', '1-alibaba', 'to', 'close', 'books', 'early', 'in', '$13.4', 'bln', 'hong', 'kong', 'listing', 'after', 'strong', 'demand', '-sources']",16
Permian Basin Royalty Trust declares $0.038987 dividend,2,7,permian basin royalty trust declares $0.038987 dividend,"['permian', 'basin', 'royalty', 'trust', 'declares', '$0.038987', 'dividend']",7
Sydney's Wildfire Smoke Declared a 'Public Health Emergency',2,8,sydney's wildfire smoke declared a 'public health emergency',"[""sydney's"", 'wildfire', 'smoke', 'declared', 'a', ""'public"", 'health', ""emergency'""]",8
Northzone pulls in $500m for oversubscribed Fund IX close,2,9,northzone pulls in $500m for oversubscribed fund ix close,"['northzone', 'pulls', 'in', '$500m', 'for', 'oversubscribed', 'fund', 'ix', 'close']",9
The Fed’s interventions are aimed at ensuring that the financial system has enough liquidity and that short-term bo… https://t.co/cwaCeyj97h,2,19,the fed s interventions are aimed at ensuring that the financial system has enough liquidity and that short-term bo,"['the', 'fed', 's', 'interventions', 'are', 'aimed', 'at', 'ensuring', 'that', 'the', 'financial', 'system', 'has', 'enough', 'liquidity', 'and', 'that', 'short-term', 'bo']",19
DOMTAR CORPORATION COMMUNIQUE LES RÉSULTATS PRÉLIMINAIRES DE SON QUATRIÈME TRIMESTRE ET DE SON EXERCICE 2019,2,15,domtar corporation communique les r sultats pr liminaires de son quatri me trimestre et de son exercice 2019,"['domtar', 'corporation', 'communique', 'les', 'r', 'sultats', 'pr', 'liminaires', 'de', 'son', 'quatri', 'me', 'trimestre', 'et', 'de', 'son', 'exercice', '2019']",18
Demonstrator contract for Franco-German fighter jet project expected by Jan,2,10,demonstrator contract for franco-german fighter jet project expected by jan,"['demonstrator', 'contract', 'for', 'franco-german', 'fighter', 'jet', 'project', 'expected', 'by', 'jan']",10
Bristol-Myers Squibb 2020 FactSet EPS consensus $6.12; revenue $42.2 bln,2,10,bristol-myers squibb 2020 factset eps consensus $6.12 revenue $42.2 bln,"['bristol-myers', 'squibb', '2020', 'factset', 'eps', 'consensus', '$6.12', 'revenue', '$42.2', 'bln']",10
Should We Worry About Bryn Mawr Bank Corporation's (NASDAQ:BMTC) P/E Ratio?,2,11,should we worry about bryn mawr bank corporation's nasdaq bmtc p e ratio,"['should', 'we', 'worry', 'about', 'bryn', 'mawr', 'bank', ""corporation's"", 'nasdaq', 'bmtc', 'p', 'e', 'ratio']",13
Top Facebook VP launches charity to find a cure for her currently incurable cancer https://t.co/YdAUH6ViZR by… https://t.co/w3BRVKdxc9,2,17,top facebook vp launches charity to find a cure for her currently incurable cancer by,"['top', 'facebook', 'vp', 'launches', 'charity', 'to', 'find', 'a', 'cure', 'for', 'her', 'currently', 'incurable', 'cancer', 'by']",15
Stock Market Update: Eli Lilly gains on upbeat guidance,1,9,stock market update eli lilly gains on upbeat guidance,"['stock', 'market', 'update', 'eli', 'lilly', 'gains', 'on', 'upbeat', 'guidance']",9
"Ending joint filing would lead to a 15.5 percentage point jump in women's labor-force participation, the IMF found… https://t.co/5PW14HOPY2",1,19,"ending joint filing would lead to a 15.5 percentage point jump in women's labor-force participation, the imf found","['ending', 'joint', 'filing', 'would', 'lead', 'to', 'a', '15.5', 'percentage', 'point', 'jump', 'in', ""women's"", 'labor-force', 'participation', 'the', 'imf', 'found']",18
Blackstone set for good return through $2.7bn FGL buyout by Fidelity National,2,12,blackstone set for good return through $2.7bn fgl buyout by fidelity national,"['blackstone', 'set', 'for', 'good', 'return', 'through', '$2.7bn', 'fgl', 'buyout', 'by', 'fidelity', 'national']",12
Nasdaq hits new high as investors look beyond coronavirus,1,9,nasdaq hits new high as investors look beyond coronavirus,"['nasdaq', 'hits', 'new', 'high', 'as', 'investors', 'look', 'beyond', 'coronavirus']",9
Intelsat lower after Morgan Stanley target cut,0,7,intelsat lower after morgan stanley target cut,"['intelsat', 'lower', 'after', 'morgan', 'stanley', 'target', 'cut']",7
Great Grandmother’s Will,2,3,great grandmother s will,"['great', 'grandmother', 's', 'will']",4
Fed Chairman Powell thought it was 'terrific' that a senator defended him against Trump https://t.co/VyMW1XR0OM,2,15,fed chairman powell thought it was 'terrific' that a senator defended him against trump,"['fed', 'chairman', 'powell', 'thought', 'it', 'was', ""'terrific'"", 'that', 'a', 'senator', 'defended', 'him', 'against', 'trump']",14
After a early morning mishap on $SPY $ZM taking control here with $BA $AAPL $AMZN. $SPY $ZM both would be wins now too.,1,23,after a early morning mishap on $SPY $ZM taking control here with $BA $AAPL $AMZN. $SPY $ZM both would be wins now too.,"['after', 'a', 'early', 'morning', 'mishap', 'on', '$SPY', '$ZM', 'taking', 'control', 'here', 'with', '$BA', '$AAPL', '$AMZN', '$SPY', '$ZM', 'both', 'would', 'be', 'wins', 'now', 'too']",23
Here's What We Think About Enterprise Financial Services Corp's (NASDAQ:EFSC) CEO Pay,2,12,here's what we think about enterprise financial services corp's nasdaq efsc ceo pay,"[""here's"", 'what', 'we', 'think', 'about', 'enterprise', 'financial', 'services', ""corp's"", 'nasdaq', 'efsc', 'ceo', 'pay']",13
"#FridayReads: What determines #interestrate fluctuations? Our latest #EconomicLetter ""Riders on the Storm"" analyzes… https://t.co/dxuDPQvYEF",2,14,fridayreads what determines interestrate fluctuations our latest economicletter riders on the storm analyzes,"['fridayreads', 'what', 'determines', 'interestrate', 'fluctuations', 'our', 'latest', 'economicletter', 'riders', 'on', 'the', 'storm', 'analyzes']",13
"From Farms to Silicon Valley, U.S. Businesses Stand to Gain From USMCA -- Update #economy #MarketScreener… https://t.co/fpxwDcClZh",2,17,"from farms to silicon valley, u.s. businesses stand to gain from usmca -- update economy marketscreener","['from', 'farms', 'to', 'silicon', 'valley', 'u.s', 'businesses', 'stand', 'to', 'gain', 'from', 'usmca', '--', 'update', 'economy', 'marketscreener']",16
Wirecard says 2017 audit of Singapore unit not concluded due to probe,0,12,wirecard says 2017 audit of singapore unit not concluded due to probe,"['wirecard', 'says', '2017', 'audit', 'of', 'singapore', 'unit', 'not', 'concluded', 'due', 'to', 'probe']",12
Barr says he’s aiming to wrap up Big Tech antitrust probe next year https://t.co/qC3QCSmAJx,2,14,barr says he s aiming to wrap up big tech antitrust probe next year,"['barr', 'says', 'he', 's', 'aiming', 'to', 'wrap', 'up', 'big', 'tech', 'antitrust', 'probe', 'next', 'year']",14
The Dow has rallied 6% today as investors react to early signs that lockdowns in the U.S. and Europe may be helping… https://t.co/W7UUwREpdJ,1,23,the dow has rallied 6% today as investors react to early signs that lockdowns in the u.s. and europe may be helping,"['the', 'dow', 'has', 'rallied', '6%', 'today', 'as', 'investors', 'react', 'to', 'early', 'signs', 'that', 'lockdowns', 'in', 'the', 'u.s', 'and', 'europe', 'may', 'be', 'helping']",22
This is the left’s plan to slip vote-swaying news into your Facebook feed https://t.co/kx9tbpdQO5 via @BW,2,16,this is the left s plan to slip vote-swaying news into your facebook feed via,"['this', 'is', 'the', 'left', 's', 'plan', 'to', 'slip', 'vote-swaying', 'news', 'into', 'your', 'facebook', 'feed', 'via']",15
7 Tech Stocks to Buy That Are Also Perfect for Retirement - Investorplace.com,2,13,7 tech stocks to buy that are also perfect for retirement - investorplace.com,"['7', 'tech', 'stocks', 'to', 'buy', 'that', 'are', 'also', 'perfect', 'for', 'retirement', '-', 'investorplace.com']",13
Biden Adviser Raises Questions About Iowa Caucus Over App  Problems,2,10,biden adviser raises questions about iowa caucus over app problems,"['biden', 'adviser', 'raises', 'questions', 'about', 'iowa', 'caucus', 'over', 'app', 'problems']",10
Hitachi nearing deal to sell chemical unit to Showa Denko - Nikkei #Hitachi #Stock #MarketScreener… https://t.co/EQHKqfkuwp,2,16,hitachi nearing deal to sell chemical unit to showa denko - nikkei hitachi stock marketscreener,"['hitachi', 'nearing', 'deal', 'to', 'sell', 'chemical', 'unit', 'to', 'showa', 'denko', '-', 'nikkei', 'hitachi', 'stock', 'marketscreener']",15
Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,1,13,amneal pharma price target raised to $6 vs. $4 at suntrust robinson humphrey,"['amneal', 'pharma', 'price', 'target', 'raised', 'to', '$6', 'vs', '$4', 'at', 'suntrust', 'robinson', 'humphrey']",13
"Ford Recalls More Than 500,000 Pickups for Fire Risk",0,9,"ford recalls more than 500,000 pickups for fire risk","['ford', 'recalls', 'more', 'than', '500,000', 'pickups', 'for', 'fire', 'risk']",9
Gold steadies as virus concerns stall stock markets - Nasdaq,1,10,gold steadies as virus concerns stall stock markets - nasdaq,"['gold', 'steadies', 'as', 'virus', 'concerns', 'stall', 'stock', 'markets', '-', 'nasdaq']",10
"Record-Breaking ""Frozen 2"" Debut Propels Disney Past an Important Milestone",2,10,record-breaking frozen 2 debut propels disney past an important milestone,"['record-breaking', 'frozen', '2', 'debut', 'propels', 'disney', 'past', 'an', 'important', 'milestone']",10
"Researchers at internet nonprofit Mozilla have released its third-annual ""Privacy Not Included"" list of popular int… https://t.co/9kPjTXCefi",2,17,researchers at internet nonprofit mozilla have released its third-annual privacy not included list of popular int,"['researchers', 'at', 'internet', 'nonprofit', 'mozilla', 'have', 'released', 'its', 'third-annual', 'privacy', 'not', 'included', 'list', 'of', 'popular', 'int']",16
Boston Scientific $BSX more bullish flow with 5000 May $30 puts being sold $0.72 and the August $40 calls bought $1.30,1,21,boston scientific $BSX more bullish flow with 5000 may $30 puts being sold $0.72 and the august $40 calls bought $1.30,"['boston', 'scientific', '$BSX', 'more', 'bullish', 'flow', 'with', '5000', 'may', '$30', 'puts', 'being', 'sold', '$0.72', 'and', 'the', 'august', '$40', 'calls', 'bought', '$1.30']",21
Here's Why We're Not Too Worried About Liberty Gold's (TSE:LGD) Cash Burn Situation,2,13,here's why we're not too worried about liberty gold's tse lgd cash burn situation,"[""here's"", 'why', ""we're"", 'not', 'too', 'worried', 'about', 'liberty', ""gold's"", 'tse', 'lgd', 'cash', 'burn', 'situation']",14
Lyft pulls electric scooters from major cities,2,7,lyft pulls electric scooters from major cities,"['lyft', 'pulls', 'electric', 'scooters', 'from', 'major', 'cities']",7
"Monetary policy is in the 'right place', Fed's Williams says",2,10,"monetary policy is in the 'right place', fed's williams says","['monetary', 'policy', 'is', 'in', 'the', ""'right"", ""place'"", ""fed's"", 'williams', 'says']",10
"$MATX (+0.0% pre) Matson (MATX) withdraws its financial outlook for the full year 2020 - SI

https://t.co/EjIfTP1dYJ",1,17,$MATX 0.0% pre matson matx withdraws its financial outlook for the full year 2020 - si,"['$MATX', '0.0%', 'pre', 'matson', 'matx', 'withdraws', 'its', 'financial', 'outlook', 'for', 'the', 'full', 'year', '2020', '-', 'si']",16
"The Impeachment Scam is driving Republican Poll Numbers UP, UP, UP! Thank you Shifty.",2,14,"the impeachment scam is driving republican poll numbers up, up, up thank you shifty.","['the', 'impeachment', 'scam', 'is', 'driving', 'republican', 'poll', 'numbers', 'up', 'up', 'up', 'thank', 'you', 'shifty']",14
Novartis Confirms Deal To Acquire Medicines Company For $9.7B,2,9,novartis confirms deal to acquire medicines company for $9.7b,"['novartis', 'confirms', 'deal', 'to', 'acquire', 'medicines', 'company', 'for', '$9.7b']",9
French New Wave Cinema Icon Anna Karina Dies at 79,2,10,french new wave cinema icon anna karina dies at 79,"['french', 'new', 'wave', 'cinema', 'icon', 'anna', 'karina', 'dies', 'at', '79']",10
$BONDX: Treasury Market Summary https://t.co/A4uIHxh8sk,2,5,$BONDX treasury market summary,"['$BONDX', 'treasury', 'market', 'summary']",4
"$SSL - Sasol warns of 20% profit drop, secures new debt agreements https://t.co/Qw6VMHkhCo",0,13,"$SSL - sasol warns of 20% profit drop, secures new debt agreements","['$SSL', '-', 'sasol', 'warns', 'of', '20%', 'profit', 'drop', 'secures', 'new', 'debt', 'agreements']",12
Allstate CEO: Driving is way down due to coronavirus and 'we don't know' if trend will last https://t.co/7DK6AgJi9K,0,18,allstate ceo driving is way down due to coronavirus and 'we don't know' if trend will last,"['allstate', 'ceo', 'driving', 'is', 'way', 'down', 'due', 'to', 'coronavirus', 'and', ""'we"", ""don't"", ""know'"", 'if', 'trend', 'will', 'last']",17
"$T (+3.6% pre) AT&T adds $5.5 billion term loan to already 'strong' cash position, expects to keep paying dividend… https://t.co/4VnroSfbYF",1,20,"$T 3.6% pre at t adds $5.5 billion term loan to already 'strong' cash position, expects to keep paying dividend","['$T', '3.6%', 'pre', 'at', 't', 'adds', '$5.5', 'billion', 'term', 'loan', 'to', 'already', ""'strong'"", 'cash', 'position', 'expects', 'to', 'keep', 'paying', 'dividend']",20
RECAP 1/31 Unusual Puts: $F Mar 9 P $PAGP Feb 16 P $DB Feb 9 P $LK Mar 25 P $TME Feb 12 P $FTCH Jul 8 P $IBN Mar 14… https://t.co/Jxoi16iCyi,0,32,recap 1 31 unusual puts $F mar 9 p $PAGP feb 16 p $DB feb 9 p $LK mar 25 p $TME feb 12 p $FTCH jul 8 p $IBN mar 14,"['recap', '1', '31', 'unusual', 'puts', '$F', 'mar', '9', 'p', '$PAGP', 'feb', '16', 'p', '$DB', 'feb', '9', 'p', '$LK', 'mar', '25', 'p', '$TME', 'feb', '12', 'p', '$FTCH', 'jul', '8', 'p', '$IBN', 'mar', '14']",32
Is Deutsche Bank AG (DB) Going to Burn These Hedge Funds?,2,11,is deutsche bank ag db going to burn these hedge funds,"['is', 'deutsche', 'bank', 'ag', 'db', 'going', 'to', 'burn', 'these', 'hedge', 'funds']",11
Fed policymaker says more evidence needed for rate cut https://t.co/bmwrgql7zj,2,10,fed policymaker says more evidence needed for rate cut,"['fed', 'policymaker', 'says', 'more', 'evidence', 'needed', 'for', 'rate', 'cut']",9
Highlight: Democrats and the White House reach a USMCA deal. “It’s one of those rare circumstances… where you have… https://t.co/d0oaeL6H8I,2,20,highlight democrats and the white house reach a usmca deal. it s one of those rare circumstances where you have,"['highlight', 'democrats', 'and', 'the', 'white', 'house', 'reach', 'a', 'usmca', 'deal', 'it', 's', 'one', 'of', 'those', 'rare', 'circumstances', 'where', 'you', 'have']",20
Fortinet +2% after investor day guidance,1,6,fortinet 2% after investor day guidance,"['fortinet', '2%', 'after', 'investor', 'day', 'guidance']",6
WeWork chairman tells employees the plan is to have positive adjusted earnings by 2021 https://t.co/B4ZfxiJXI8,2,15,wework chairman tells employees the plan is to have positive adjusted earnings by 2021,"['wework', 'chairman', 'tells', 'employees', 'the', 'plan', 'is', 'to', 'have', 'positive', 'adjusted', 'earnings', 'by', '2021']",14
"$TCCO insane, halted again...... Just 1.85M shares float, exaclty like $MYSZ lets see if we get good news to see also a big pop. Im long.",2,26,"$TCCO insane, halted again...... just 1.85m shares float, exaclty like $MYSZ lets see if we get good news to see also a big pop. im long.","['$TCCO', 'insane', 'halted', 'again', 'just', '1.85m', 'shares', 'float', 'exaclty', 'like', '$MYSZ', 'lets', 'see', 'if', 'we', 'get', 'good', 'news', 'to', 'see', 'also', 'a', 'big', 'pop', 'im', 'long']",26
